[LOG] System::create                           : Header version = 2.00.10. Current version = 2.00.10.
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 32000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 0000017F42F48CD8
[LOG] SoundI::getSubSound                      : sound 0000017F42F48CD8.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (00000180268B6C38)
[LOG] SoundI::release                          :     Cascading Reflections (0000017FF558B618)
[LOG] SoundI::release                          :     Cascading Reflections (00000180268B6A88)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SystemI::createSoundInternal             : Create name='', mode=0x02000202
[LOG] SystemI::createSoundInternal             : exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             : exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             : exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             : exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             : exinfo->inclusionlist      = 0000003F2480F5EC
[LOG] SystemI::createSoundInternal             : exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             : exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             : exinfo->useropen           = 00007FFD24D3C2D0
[LOG] SystemI::createSoundInternal             : exinfo->userclose          = 00007FFD24D3C2A0
[LOG] SystemI::createSoundInternal             : exinfo->userread           = 00007FFD24D3C3A0
[LOG] SystemI::createSoundInternal             : exinfo->userseek           = 00007FFD24D3C460
[LOG] SystemI::createSoundInternal             : exinfo->fileuserdata       = 0000017F42FC5288
[LOG] SystemI::createSoundInternal             : exinfo->initialseekpostype = 1
[LOG] SystemI::DSPCodecPoolRegister            : register codec pool for pool type 5
[LOG] SystemI::createSoundInternal             : Sample 0/1: name='Crowd Boos 1', format=2, channels=2, frequency=48000, lengthbytes=70112, lengthpcm=276528, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.179138.
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 00000180268B6578 : node = 0000018026656460
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 00000180268B6578
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000018026656570
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 32000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 00000180268B6578
[LOG] SoundI::getSubSound                      : sound 00000180268B6578.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (0000017F42F48CD8)
[LOG] SoundI::release                          :     Cascading Reflections (0000018025E468A8)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F469A8068)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 0000017F42F48CD8 : node = 0000017F430060C0
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 0000017F42F48CD8
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F430061D0
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 16000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 0000017F42F48CD8
[LOG] SoundI::getSubSound                      : sound 0000017F42F48CD8.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (00000180268B6578)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F43427438)
[LOG] SoundI::release                          :     Cascading Reflections (00000180268B6A88)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SystemI::createSoundInternal             : Create name='', mode=0x02000202
[LOG] SystemI::createSoundInternal             : exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             : exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             : exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             : exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             : exinfo->inclusionlist      = 0000003F2480F5EC
[LOG] SystemI::createSoundInternal             : exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             : exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             : exinfo->useropen           = 00007FFD24D3C2D0
[LOG] SystemI::createSoundInternal             : exinfo->userclose          = 00007FFD24D3C2A0
[LOG] SystemI::createSoundInternal             : exinfo->userread           = 00007FFD24D3C3A0
[LOG] SystemI::createSoundInternal             : exinfo->userseek           = 00007FFD24D3C460
[LOG] SystemI::createSoundInternal             : exinfo->fileuserdata       = 0000017F42FC5CD8
[LOG] SystemI::createSoundInternal             : exinfo->initialseekpostype = 1
[LOG] SystemI::DSPCodecPoolRegister            : register codec pool for pool type 5
[LOG] SystemI::createSoundInternal             : Sample 0/1: name='Crowd Cheers', format=2, channels=2, frequency=48000, lengthbytes=91360, lengthpcm=298678, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.792786.
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 00000180268B6A88 : node = 0000017F43006480
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 00000180268B6A88
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F43006590
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 16000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 00000180268B6A88
[LOG] SoundI::getSubSound                      : sound 00000180268B6A88.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (0000017F42F48CD8)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F43427778)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F42F47F58)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 0000017F42F48CD8 : node = 0000017F430065C0
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 0000017F42F48CD8
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F430066D0
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 32000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 0000017F42F48CD8
[LOG] SoundI::getSubSound                      : sound 0000017F42F48CD8.  Subsound index 0 / 1
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SoundI::release                          : Cascading Reflections (00000180268B6A88)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F43427918)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F469A8068)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SoundI::release                          : Cascading Reflections (0000017F42F48CD8)
[LOG] Manager::readBank                        :     fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F43427438)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F42F47F58)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] PlaybackSystem::acquireMasterBus         : Setting master channel group format to 6
[LOG] SystemI::mixerSuspend                    : Suspending output.
[LOG] SystemI::mixerResume                     : Resuming output.
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 123, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] PlaybackSystem::acquireMasterBus         : Setting master channel group format to 6
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 00000180268B6A88 : node = 0000017F430060C0
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 00000180268B6A88
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F430061D0
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 00000180268B6A88
[LOG] SoundI::getSubSound                      : sound 00000180268B6A88.  Subsound index 0 / 1
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 0000017F42F47F58 : node = 0000017F44E625C0
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 0000017F42F47F58
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F44E626D0
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 16000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 0000017F42F47F58
[LOG] SoundI::getSubSound                      : sound 0000017F42F47F58.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (00000180268B6A88)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F46440088)
[LOG] SoundI::release                          :     Cascading Reflections (00000180268B6C38)
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 00000180268B6A88 : node = 0000017F44E62D40
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 00000180268B6A88
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F44E62E50
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 16000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 00000180268B6A88
[LOG] SoundI::getSubSound                      : sound 00000180268B6A88.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (0000017F42F47F58)
[LOG] SoundI::release                          :     Cascading Reflections (0000017FF5791F78)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F469A83C8)
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 0000017F42F47F58 : node = 0000017F44E62E80
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 0000017F42F47F58
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F44E62F90
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 16000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 0000017F42F47F58
[LOG] SoundI::getSubSound                      : sound 0000017F42F47F58.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (00000180268B6A88)
[LOG] SoundI::release                          :     Cascading Reflections (0000017FF5792798)
[LOG] SoundI::release                          :     Cascading Reflections (00000180268B6C38)
[LOG] SystemI::createSoundInternal             : Create name='', mode=0x02000202
[LOG] SystemI::createSoundInternal             : exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             : exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             : exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             : exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             : exinfo->inclusionlist      = 0000003F2480F5EC
[LOG] SystemI::createSoundInternal             : exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             : exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             : exinfo->useropen           = 00007FFD24D3C2D0
[LOG] SystemI::createSoundInternal             : exinfo->userclose          = 00007FFD24D3C2A0
[LOG] SystemI::createSoundInternal             : exinfo->userread           = 00007FFD24D3C3A0
[LOG] SystemI::createSoundInternal             : exinfo->userseek           = 00007FFD24D3C460
[LOG] SystemI::createSoundInternal             : exinfo->fileuserdata       = 0000017F42FC5498
[LOG] SystemI::createSoundInternal             : exinfo->initialseekpostype = 1
[LOG] SystemI::DSPCodecPoolRegister            : register codec pool for pool type 5
[LOG] SystemI::createSoundInternal             : Sample 0/1: name='Crowd Neutral', format=2, channels=2, frequency=48000, lengthbytes=66752, lengthpcm=252784, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.298615.
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 00000180268B6578 : node = 0000017F44E62D40
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 00000180268B6578
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F44E62E50
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 16000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 00000180268B6578
[LOG] SoundI::getSubSound                      : sound 00000180268B6578.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (0000017F42F47F58)
[LOG] SoundI::release                          :     Cascading Reflections (0000017FF5793158)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F469A8068)
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 0000017F42F47F58 : node = 0000017F44E62E80
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 0000017F42F47F58
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F44E62F90
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
